,level,subject,gender,year,value_perc,category
370,Advanced,Kashubian,Women,2018,63.3,Languages
371,Advanced,Lemko ,Women,2018,92.3,Languages
372,Advanced,Polish ,Men,2018,48.9,Humanistic
373,Advanced,Belarusian,Men,2018,100.0,Languages
374,Advanced,Lithuanian ,Men,2018,75.5,Languages
375,Advanced,Ukrainian ,Men,2018,77.3,Languages
376,Advanced,Maths,Men,2018,26.8,Sciences
377,Advanced,English,Men,2018,57.9,Languages
378,Advanced,German,Men,2018,55.6,Languages
379,Advanced,French,Men,2018,65.6,Languages
380,Advanced,Russian,Men,2018,59.1,Languages
381,Advanced,Spanish ,Men,2018,55.0,Languages
382,Advanced,Italian ,Men,2018,71.7,Languages
383,Advanced,Civics,Men,2018,29.9,Humanistic
384,Advanced,Geography,Men,2018,30.6,Sciences
385,Advanced,Biology,Men,2018,33.0,Sciences
386,Advanced,Chemistry,Men,2018,43.5,Sciences
387,Advanced,History,Men,2018,33.3,Humanistic
388,Advanced,Physics,Men,2018,34.9,Sciences
389,Advanced,History of music,Men,2018,34.9,Humanistic
390,Advanced,History of art,Men,2018,38.7,Humanistic
391,Advanced,Philosophy,Men,2018,35.8,Humanistic
392,Advanced,Latin and ancient culture,Men,2018,65.2,Languages
393,Advanced,Informatics,Men,2018,33.8,Sciences
394,Advanced,Kashubian,Men,2018,46.5,Languages
395,Advanced,Lemko ,Men,2018,95.0,Languages
396,Advanced,Polish ,Altogether,2018,51.1,Humanistic
397,Advanced,Belarusian,Altogether,2018,100.0,Languages
398,Advanced,Lithuanian ,Altogether,2018,83.4,Languages
399,Advanced,Ukrainian ,Altogether,2018,83.6,Languages
400,Advanced,Maths,Altogether,2018,28.6,Sciences
401,Advanced,English,Altogether,2018,57.3,Languages
402,Advanced,German,Altogether,2018,54.3,Languages
403,Advanced,French,Altogether,2018,67.0,Languages
404,Advanced,Russian,Altogether,2018,59.3,Languages
405,Advanced,Spanish ,Altogether,2018,55.5,Languages
406,Advanced,Italian ,Altogether,2018,69.6,Languages
407,Advanced,Civics,Altogether,2018,27.9,Humanistic
408,Advanced,Geography,Altogether,2018,30.4,Sciences
409,Advanced,Biology,Altogether,2018,32.0,Sciences
410,Advanced,Chemistry,Altogether,2018,39.7,Sciences
411,Advanced,History,Altogether,2018,32.4,Humanistic
412,Advanced,Physics,Altogether,2018,35.0,Sciences
413,Advanced,History of music,Altogether,2018,45.7,Humanistic
414,Advanced,History of art,Altogether,2018,44.4,Humanistic
415,Advanced,Philosophy,Altogether,2018,38.9,Humanistic
416,Advanced,Latin and ancient culture,Altogether,2018,58.0,Languages
417,Advanced,Informatics,Altogether,2018,34.1,Sciences
418,Advanced,Kashubian,Altogether,2018,61.9,Languages
419,Advanced,Lemko ,Altogether,2018,95.0,Languages
420,Basic,Polish ,Women,2019,54.6,Humanistic
421,Basic,Belarusian,Women,2019,75.3,Languages
422,Basic,Lithuanian ,Women,2019,77.5,Languages
423,Basic,Ukrainian ,Women,2019,73.0,Languages
424,Basic,Maths,Women,2019,58.1,Sciences
425,Basic,English,Women,2019,71.5,Languages
426,Basic,German,Women,2019,61.3,Languages
427,Basic,French,Women,2019,80.5,Languages
428,Basic,Russian,Women,2019,67.3,Languages
429,Basic,Spanish ,Women,2019,76.4,Languages
430,Basic,Italian ,Women,2019,81.4,Languages
431,Basic,Polish ,Men,2019,48.5,Humanistic
432,Basic,Belarusian,Men,2019,66.8,Languages
433,Basic,Lithuanian ,Men,2019,73.6,Languages
434,Basic,Ukrainian ,Men,2019,68.7,Languages
435,Basic,Maths,Men,2019,58.8,Sciences
436,Basic,English,Men,2019,73.5,Languages
437,Basic,German,Men,2019,60.5,Languages
438,Basic,French,Men,2019,82.0,Languages
439,Basic,Russian,Men,2019,59.8,Languages
440,Basic,Spanish ,Men,2019,78.5,Languages
441,Basic,Italian ,Men,2019,83.1,Languages
442,Basic,Polish ,Altogether,2019,51.8,Humanistic
443,Basic,Belarusian,Altogether,2019,72.2,Languages
444,Basic,Lithuanian ,Altogether,2019,76.3,Languages
445,Basic,Ukrainian ,Altogether,2019,71.8,Languages
446,Basic,Maths,Altogether,2019,58.4,Sciences
447,Basic,English,Altogether,2019,72.4,Languages
448,Basic,German,Altogether,2019,61.1,Languages
449,Basic,French,Altogether,2019,80.9,Languages
450,Basic,Russian,Altogether,2019,64.7,Languages
451,Basic,Spanish ,Altogether,2019,77.0,Languages
452,Basic,Italian ,Altogether,2019,81.9,Languages
453,Advanced,Polish ,Women,2019,56.4,Humanistic
454,Advanced,Belarusian,Women,2019,100.0,Languages
455,Advanced,Lithuanian ,Women,2019,90.9,Languages
456,Advanced,Ukrainian ,Women,2019,83.3,Languages
457,Advanced,Maths,Women,2019,42.6,Sciences
458,Advanced,English,Women,2019,56.0,Languages
459,Advanced,German,Women,2019,55.7,Languages
460,Advanced,French,Women,2019,66.6,Languages
461,Advanced,Russian,Women,2019,61.9,Languages
462,Advanced,Spanish ,Women,2019,54.7,Languages
463,Advanced,Italian ,Women,2019,71.1,Languages
464,Advanced,Civics,Women,2019,25.1,Humanistic
465,Advanced,Geography,Women,2019,28.4,Sciences
466,Advanced,Biology,Women,2019,32.7,Sciences
467,Advanced,Chemistry,Women,2019,38.9,Sciences
468,Advanced,History,Women,2019,34.7,Humanistic
469,Advanced,Physics,Women,2019,44.0,Sciences
470,Advanced,History of music,Women,2019,49.7,Humanistic
471,Advanced,History of art,Women,2019,50.1,Humanistic
472,Advanced,Philosophy,Women,2019,37.5,Humanistic
473,Advanced,Latin and ancient culture,Women,2019,60.0,Languages
474,Advanced,Informatics,Women,2019,38.8,Sciences
475,Advanced,Kashubian,Women,2019,51.1,Languages
476,Advanced,Lemko ,Women,2019,92.5,Languages
477,Advanced,Polish ,Men,2019,51.6,Humanistic
478,Advanced,Belarusian,Men,2019,100.0,Languages
479,Advanced,Lithuanian ,Men,2019,87.0,Languages
480,Advanced,Ukrainian ,Men,2019,60.3,Languages
481,Advanced,Maths,Men,2019,36.2,Sciences
482,Advanced,English,Men,2019,56.5,Languages
483,Advanced,German,Men,2019,56.8,Languages
484,Advanced,French,Men,2019,65.7,Languages
485,Advanced,Russian,Men,2019,63.5,Languages
486,Advanced,Spanish ,Men,2019,50.9,Languages
487,Advanced,Italian ,Men,2019,70.8,Languages
488,Advanced,Civics,Men,2019,29.3,Humanistic
489,Advanced,Geography,Men,2019,29.3,Sciences
490,Advanced,Biology,Men,2019,34.8,Sciences
491,Advanced,Chemistry,Men,2019,44.0,Sciences
492,Advanced,History,Men,2019,38.7,Humanistic
493,Advanced,Physics,Men,2019,41.9,Sciences
494,Advanced,History of music,Men,2019,40.4,Humanistic
495,Advanced,History of art,Men,2019,41.1,Humanistic
496,Advanced,Philosophy,Men,2019,35.8,Humanistic
497,Advanced,Latin and ancient culture,Men,2019,61.7,Languages
498,Advanced,Informatics,Men,2019,36.3,Sciences
499,Advanced,Kashubian,Men,2019,30.5,Languages
500,Advanced,Lemko ,Men,2019,78.0,Languages
501,Advanced,Polish ,Altogether,2019,55.3,Humanistic
502,Advanced,Belarusian,Altogether,2019,100.0,Languages
503,Advanced,Lithuanian ,Altogether,2019,89.9,Languages
504,Advanced,Ukrainian ,Altogether,2019,78.9,Languages
505,Advanced,Maths,Altogether,2019,38.6,Sciences
506,Advanced,English,Altogether,2019,56.2,Languages
507,Advanced,German,Altogether,2019,56.1,Languages
508,Advanced,French,Altogether,2019,66.4,Languages
509,Advanced,Russian,Altogether,2019,62.4,Languages
510,Advanced,Spanish ,Altogether,2019,53.8,Languages
511,Advanced,Italian ,Altogether,2019,71.0,Languages
512,Advanced,Civics,Altogether,2019,26.8,Humanistic
513,Advanced,Geography,Altogether,2019,28.8,Sciences
514,Advanced,Biology,Altogether,2019,33.2,Sciences
515,Advanced,Chemistry,Altogether,2019,40.2,Sciences
516,Advanced,History,Altogether,2019,36.8,Humanistic
517,Advanced,Physics,Altogether,2019,42.4,Sciences
518,Advanced,History of music,Altogether,2019,46.3,Humanistic
519,Advanced,History of art,Altogether,2019,48.4,Humanistic
520,Advanced,Philosophy,Altogether,2019,36.7,Humanistic
521,Advanced,Latin and ancient culture,Altogether,2019,60.5,Languages
522,Advanced,Informatics,Altogether,2019,36.5,Sciences
523,Advanced,Kashubian,Altogether,2019,44.2,Languages
524,Advanced,Lemko ,Altogether,2019,87.7,Languages
525,Basic,Polish ,Women,2020,55.3,Humanistic
526,Basic,Belarusian,Women,2020,75.6,Languages
527,Basic,Lithuanian ,Women,2020,82.7,Languages
528,Basic,Ukrainian ,Women,2020,81.3,Languages
529,Basic,Maths,Women,2020,52.4,Sciences
530,Basic,English,Women,2020,69.9,Languages
531,Basic,German,Women,2020,55.1,Languages
532,Basic,French,Women,2020,84.7,Languages
533,Basic,Russian,Women,2020,60.9,Languages
534,Basic,Spanish ,Women,2020,75.0,Languages
535,Basic,Italian ,Women,2020,80.4,Languages
536,Basic,Polish ,Men,2020,48.4,Humanistic
537,Basic,Belarusian,Men,2020,64.1,Languages
538,Basic,Lithuanian ,Men,2020,79.8,Languages
539,Basic,Ukrainian ,Men,2020,73.0,Languages
540,Basic,Maths,Men,2020,52.1,Sciences
541,Basic,English,Men,2020,72.6,Languages
542,Basic,German,Men,2020,55.2,Languages
543,Basic,French,Men,2020,82.7,Languages
544,Basic,Russian,Men,2020,57.8,Languages
545,Basic,Spanish ,Men,2020,75.7,Languages
546,Basic,Italian ,Men,2020,75.0,Languages
547,Basic,Polish ,Altogether,2020,52.1,Humanistic
548,Basic,Belarusian,Altogether,2020,71.0,Languages
549,Basic,Lithuanian ,Altogether,2020,81.4,Languages
550,Basic,Ukrainian ,Altogether,2020,77.7,Languages
551,Basic,Maths,Altogether,2020,52.3,Sciences
552,Basic,English,Altogether,2020,71.1,Languages
553,Basic,German,Altogether,2020,55.1,Languages
554,Basic,French,Altogether,2020,84.1,Languages
555,Basic,Russian,Altogether,2020,59.7,Languages
556,Basic,Spanish ,Altogether,2020,75.2,Languages
557,Basic,Italian ,Altogether,2020,78.9,Languages
558,Advanced,Polish ,Women,2020,58.1,Humanistic
559,Advanced,Belarusian,Women,2020,98.6,Languages
560,Advanced,Lithuanian ,Women,2020,85.2,Languages
561,Advanced,Ukrainian ,Women,2020,82.6,Languages
562,Advanced,Maths,Women,2020,37.6,Sciences
563,Advanced,English,Women,2020,55.7,Languages
564,Advanced,German,Women,2020,56.1,Languages
565,Advanced,French,Women,2020,60.6,Languages
566,Advanced,Russian,Women,2020,65.8,Languages
567,Advanced,Spanish ,Women,2020,55.7,Languages
568,Advanced,Italian ,Women,2020,70.7,Languages
569,Advanced,Civics,Women,2020,27.0,Humanistic
570,Advanced,Geography,Women,2020,20.3,Sciences
571,Advanced,Biology,Women,2020,43.0,Sciences
572,Advanced,Chemistry,Women,2020,36.4,Sciences
573,Advanced,History,Women,2020,30.9,Humanistic
574,Advanced,Physics,Women,2020,35.4,Sciences
575,Advanced,History of music,Women,2020,53.2,Humanistic
576,Advanced,History of art,Women,2020,42.5,Humanistic
577,Advanced,Philosophy,Women,2020,38.2,Humanistic
578,Advanced,Latin and ancient culture,Women,2020,45.5,Languages
579,Advanced,Informatics,Women,2020,32.6,Sciences
580,Advanced,Kashubian,Women,2020,63.2,Languages
581,Advanced,Lemko ,Women,2020,92.3,Languages
582,Advanced,Polish ,Men,2020,54.7,Humanistic
583,Advanced,Belarusian,Men,2020,98.8,Languages
584,Advanced,Lithuanian ,Men,2020,82.7,Languages
585,Advanced,Ukrainian ,Men,2020,68.3,Languages
586,Advanced,Maths,Men,2020,31.2,Sciences
587,Advanced,English,Men,2020,55.9,Languages
588,Advanced,German,Men,2020,55.8,Languages
589,Advanced,French,Men,2020,57.9,Languages
590,Advanced,Russian,Men,2020,68.9,Languages
591,Advanced,Spanish ,Men,2020,54.0,Languages
592,Advanced,Italian ,Men,2020,71.0,Languages
593,Advanced,Civics,Men,2020,32.5,Humanistic
594,Advanced,Geography,Men,2020,20.8,Sciences
595,Advanced,Biology,Men,2020,43.2,Sciences
596,Advanced,Chemistry,Men,2020,43.5,Sciences
597,Advanced,History,Men,2020,35.6,Humanistic
598,Advanced,Physics,Men,2020,34.2,Sciences
599,Advanced,History of music,Men,2020,44.0,Humanistic
600,Advanced,History of art,Men,2020,34.2,Humanistic
601,Advanced,Philosophy,Men,2020,36.5,Humanistic
602,Advanced,Latin and ancient culture,Men,2020,53.2,Languages
603,Advanced,Informatics,Men,2020,28.6,Sciences
604,Advanced,Kashubian,Men,2020,64.3,Languages
605,Advanced,Lemko ,Men,2020,86.5,Languages
606,Advanced,Polish ,Altogether,2020,57.3,Humanistic
607,Advanced,Belarusian,Altogether,2020,98.6,Languages
608,Advanced,Lithuanian ,Altogether,2020,84.4,Languages
609,Advanced,Ukrainian ,Altogether,2020,76.0,Languages
610,Advanced,Maths,Altogether,2020,33.7,Sciences
611,Advanced,English,Altogether,2020,55.8,Languages
612,Advanced,German,Altogether,2020,56.0,Languages
613,Advanced,French,Altogether,2020,60.0,Languages
614,Advanced,Russian,Altogether,2020,66.9,Languages
615,Advanced,Spanish ,Altogether,2020,55.3,Languages
616,Advanced,Italian ,Altogether,2020,70.8,Languages
617,Advanced,Civics,Altogether,2020,29.3,Humanistic
618,Advanced,Geography,Altogether,2020,20.5,Sciences
619,Advanced,Biology,Altogether,2020,43.0,Sciences
620,Advanced,Chemistry,Altogether,2020,38.3,Sciences
621,Advanced,History,Altogether,2020,33.4,Humanistic
622,Advanced,Physics,Altogether,2020,34.5,Sciences
623,Advanced,History of music,Altogether,2020,49.5,Humanistic
624,Advanced,History of art,Altogether,2020,40.9,Humanistic
625,Advanced,Philosophy,Altogether,2020,37.4,Humanistic
626,Advanced,Latin and ancient culture,Altogether,2020,47.7,Languages
627,Advanced,Informatics,Altogether,2020,29.0,Sciences
628,Advanced,Kashubian,Altogether,2020,63.5,Languages
629,Advanced,Lemko ,Altogether,2020,84.03333333333333,Languages
630,Basic,Polish ,Women,2021,58.1,Humanistic
631,Basic,Belarusian,Women,2021,72.0,Languages
632,Basic,Lithuanian ,Women,2021,80.3,Languages
633,Basic,Ukrainian ,Women,2021,84.0,Languages
634,Basic,Maths,Women,2021,56.5,Sciences
635,Basic,English,Women,2021,75.4,Languages
636,Basic,German,Women,2021,58.6,Languages
637,Basic,French,Women,2021,81.5,Languages
638,Basic,Russian,Women,2021,69.4,Languages
639,Basic,Spanish ,Women,2021,75.9,Languages
640,Basic,Italian ,Women,2021,80.2,Languages
641,Basic,Polish ,Men,2021,51.9,Humanistic
642,Basic,Belarusian,Men,2021,59.7,Languages
643,Basic,Lithuanian ,Men,2021,68.4,Languages
644,Basic,Ukrainian ,Men,2021,80.2,Languages
645,Basic,Maths,Men,2021,56.3,Sciences
646,Basic,English,Men,2021,77.4,Languages
647,Basic,German,Men,2021,57.9,Languages
648,Basic,French,Men,2021,83.5,Languages
649,Basic,Russian,Men,2021,65.2,Languages
650,Basic,Spanish ,Men,2021,77.8,Languages
651,Basic,Italian ,Men,2021,82.2,Languages
652,Basic,Polish ,Altogether,2021,55.2,Humanistic
653,Basic,Belarusian,Altogether,2021,67.0,Languages
654,Basic,Lithuanian ,Altogether,2021,75.1,Languages
655,Basic,Ukrainian ,Altogether,2021,82.7,Languages
656,Basic,Maths,Altogether,2021,56.4,Sciences
657,Basic,English,Altogether,2021,76.3,Languages
658,Basic,German,Altogether,2021,58.4,Languages
659,Basic,French,Altogether,2021,82.0,Languages
660,Basic,Russian,Altogether,2021,67.9,Languages
661,Basic,Spanish ,Altogether,2021,76.4,Languages
662,Basic,Italian ,Altogether,2021,80.8,Languages
663,Advanced,Polish ,Women,2021,50.3,Humanistic
664,Advanced,Belarusian,Women,2021,100.0,Languages
665,Advanced,Lithuanian ,Women,2021,87.4,Languages
666,Advanced,Ukrainian ,Women,2021,66.6,Languages
667,Advanced,Maths,Women,2021,34.4,Sciences
668,Advanced,English,Women,2021,65.3,Languages
669,Advanced,German,Women,2021,58.2,Languages
670,Advanced,French,Women,2021,63.9,Languages
671,Advanced,Russian,Women,2021,74.8,Languages
672,Advanced,Spanish ,Women,2021,60.0,Languages
673,Advanced,Italian ,Women,2021,71.6,Languages
674,Advanced,Civics,Women,2021,25.1,Humanistic
675,Advanced,Geography,Women,2021,33.0,Sciences
676,Advanced,Biology,Women,2021,32.8,Sciences
677,Advanced,Chemistry,Women,2021,33.3,Sciences
678,Advanced,History,Women,2021,33.4,Humanistic
679,Advanced,Physics,Women,2021,38.1,Sciences
680,Advanced,History of music,Women,2021,48.8,Humanistic
681,Advanced,History of art,Women,2021,44.7,Humanistic
682,Advanced,Philosophy,Women,2021,29.0,Humanistic
683,Advanced,Latin and ancient culture,Women,2021,48.8,Languages
684,Advanced,Informatics,Women,2021,40.2,Sciences
685,Advanced,Kashubian,Women,2021,55.0,Languages
686,Advanced,Lemko ,Women,2021,89.0,Languages
687,Advanced,Polish ,Men,2021,44.9,Humanistic
688,Advanced,Belarusian,Men,2021,100.0,Languages
689,Advanced,Lithuanian ,Men,2021,68.1,Languages
690,Advanced,Ukrainian ,Men,2021,63.6,Languages
691,Advanced,Maths,Men,2021,29.3,Sciences
692,Advanced,English,Men,2021,64.6,Languages
693,Advanced,German,Men,2021,58.7,Languages
694,Advanced,French,Men,2021,62.9,Languages
695,Advanced,Russian,Men,2021,77.4,Languages
696,Advanced,Spanish ,Men,2021,58.1,Languages
697,Advanced,Italian ,Men,2021,73.0,Languages
698,Advanced,Civics,Men,2021,32.0,Humanistic
699,Advanced,Geography,Men,2021,33.9,Sciences
700,Advanced,Biology,Men,2021,34.5,Sciences
701,Advanced,Chemistry,Men,2021,40.0,Sciences
702,Advanced,History,Men,2021,39.7,Humanistic
703,Advanced,Physics,Men,2021,36.9,Sciences
704,Advanced,History of music,Men,2021,40.0,Humanistic
705,Advanced,History of art,Men,2021,40.1,Humanistic
706,Advanced,Philosophy,Men,2021,29.9,Humanistic
707,Advanced,Latin and ancient culture,Men,2021,50.8,Languages
708,Advanced,Informatics,Men,2021,37.7,Sciences
709,Advanced,Kashubian,Men,2021,71.7,Languages
710,Advanced,Lemko ,Men,2021,86.5,Languages
711,Advanced,Polish ,Altogether,2021,49.1,Humanistic
712,Advanced,Belarusian,Altogether,2021,100.0,Languages
713,Advanced,Lithuanian ,Altogether,2021,79.3,Languages
714,Advanced,Ukrainian ,Altogether,2021,65.4,Languages
715,Advanced,Maths,Altogether,2021,31.4,Sciences
716,Advanced,English,Altogether,2021,65.0,Languages
717,Advanced,German,Altogether,2021,58.4,Languages
718,Advanced,French,Altogether,2021,63.7,Languages
719,Advanced,Russian,Altogether,2021,75.8,Languages
720,Advanced,Spanish ,Altogether,2021,59.6,Languages
721,Advanced,Italian ,Altogether,2021,72.0,Languages
722,Advanced,Civics,Altogether,2021,27.9,Humanistic
723,Advanced,Geography,Altogether,2021,33.4,Sciences
724,Advanced,Biology,Altogether,2021,33.2,Sciences
725,Advanced,Chemistry,Altogether,2021,35.0,Sciences
726,Advanced,History,Altogether,2021,36.6,Humanistic
727,Advanced,Physics,Altogether,2021,37.2,Sciences
728,Advanced,History of music,Altogether,2021,45.4,Humanistic
729,Advanced,History of art,Altogether,2021,43.9,Humanistic
730,Advanced,Philosophy,Altogether,2021,29.4,Humanistic
731,Advanced,Latin and ancient culture,Altogether,2021,49.4,Languages
732,Advanced,Informatics,Altogether,2021,37.9,Sciences
733,Advanced,Kashubian,Altogether,2021,61.3,Languages
734,Advanced,Lemko ,Altogether,2021,89.0,Languages
